location,date,age_group,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred
Austria,2021-01-08,18-24,0.12,0.0
Austria,2021-01-08,25-49,0.38,0.0
Austria,2021-01-08,50-59,0.54,0.0
Austria,2021-01-08,60-69,0.32,0.0
Austria,2021-01-08,70-79,0.27,0.0
Austria,2021-01-08,80+,1.22,0.0
Austria,2021-01-15,18-24,0.44,0.0
Austria,2021-01-15,25-49,1.18,0.0
Austria,2021-01-15,50-59,1.8,0.01
Austria,2021-01-15,60-69,1.3,0.0
Austria,2021-01-15,70-79,1.28,0.01
Austria,2021-01-15,80+,6.02,0.02
Austria,2021-01-22,18-24,0.87,0.01
Austria,2021-01-22,25-49,2.16,0.04
Austria,2021-01-22,50-59,3.14,0.07
Austria,2021-01-22,60-69,2.11,0.05
Austria,2021-01-22,70-79,2.14,0.07
Austria,2021-01-22,80+,11.71,0.31
Austria,2021-01-29,18-24,1.03,0.1
Austria,2021-01-29,25-49,2.46,0.24
Austria,2021-01-29,50-59,3.53,0.36
Austria,2021-01-29,60-69,2.37,0.25
Austria,2021-01-29,70-79,2.35,0.23
Austria,2021-01-29,80+,14.07,1.03
Austria,2021-02-05,18-24,1.15,0.4
Austria,2021-02-05,25-49,2.67,1.06
Austria,2021-02-05,50-59,3.84,1.6
Austria,2021-02-05,60-69,2.56,1.13
Austria,2021-02-05,70-79,2.5,1.08
Austria,2021-02-05,80+,14.87,5.05
Austria,2021-02-12,18-24,1.51,0.79
Austria,2021-02-12,25-49,3.03,1.99
Austria,2021-02-12,50-59,4.3,2.89
Austria,2021-02-12,60-69,2.83,1.93
Austria,2021-02-12,70-79,2.71,1.86
Austria,2021-02-12,80+,15.79,10.21
Austria,2021-02-19,18-24,1.99,0.99
Austria,2021-02-19,25-49,3.7,2.34
Austria,2021-02-19,50-59,5.13,3.37
Austria,2021-02-19,60-69,3.33,2.24
Austria,2021-02-19,70-79,3.03,2.22
Austria,2021-02-19,80+,20.1,13.29
Austria,2021-02-26,18-24,2.94,1.12
Austria,2021-02-26,25-49,4.79,2.6
Austria,2021-02-26,50-59,6.43,3.74
Austria,2021-02-26,60-69,4.19,2.5
Austria,2021-02-26,70-79,3.52,2.4
Austria,2021-02-26,80+,27.71,13.95
Austria,2021-03-05,18-24,3.72,1.19
Austria,2021-03-05,25-49,5.85,2.74
Austria,2021-03-05,50-59,7.89,3.95
Austria,2021-03-05,60-69,5.31,2.65
Austria,2021-03-05,70-79,4.56,2.55
Austria,2021-03-05,80+,43.73,14.87
Austria,2021-03-12,18-24,5.1,1.23
Austria,2021-03-12,25-49,7.88,2.86
Austria,2021-03-12,50-59,10.38,4.14
Austria,2021-03-12,60-69,8.09,2.83
Austria,2021-03-12,70-79,8.12,2.83
Austria,2021-03-12,80+,57.32,19.01
Austria,2021-03-19,18-24,5.79,1.28
Austria,2021-03-19,25-49,9.22,2.97
Austria,2021-03-19,50-59,12.36,4.31
Austria,2021-03-19,60-69,10.95,3.08
Austria,2021-03-19,70-79,13.76,3.23
Austria,2021-03-19,80+,66.65,26.57
Austria,2021-03-26,18-24,6.43,1.35
Austria,2021-03-26,25-49,10.42,3.1
Austria,2021-03-26,50-59,14.18,4.6
Austria,2021-03-26,60-69,13.32,3.56
Austria,2021-03-26,70-79,18.93,4.0
Austria,2021-03-26,80+,71.68,41.93
Austria,2021-04-02,18-24,6.79,1.47
Austria,2021-04-02,25-49,10.99,3.27
Austria,2021-04-02,50-59,15.19,4.9
Austria,2021-04-02,60-69,14.96,4.19
Austria,2021-04-02,70-79,26.84,5.48
Austria,2021-04-02,80+,78.19,52.9
Austria,2021-04-09,18-24,7.11,2.19
Austria,2021-04-09,25-49,11.55,4.13
Austria,2021-04-09,50-59,16.29,6.07
Austria,2021-04-09,60-69,19.67,5.97
Austria,2021-04-09,70-79,40.31,9.01
Austria,2021-04-09,80+,83.93,62.14
Austria,2021-04-16,18-24,7.59,2.53
Austria,2021-04-16,25-49,12.64,4.62
Austria,2021-04-16,50-59,18.47,6.91
Austria,2021-04-16,60-69,27.59,7.57
Austria,2021-04-16,70-79,54.34,13.03
Austria,2021-04-16,80+,87.99,66.29
Austria,2021-04-23,18-24,8.46,2.68
Austria,2021-04-23,25-49,14.37,4.87
Austria,2021-04-23,50-59,22.2,7.3
Austria,2021-04-23,60-69,37.32,8.23
Austria,2021-04-23,70-79,63.56,15.38
Austria,2021-04-23,80+,89.93,70.53
Austria,2021-04-30,18-24,9.66,2.94
Austria,2021-04-30,25-49,16.25,5.18
Austria,2021-04-30,50-59,26.95,7.75
Austria,2021-04-30,60-69,48.74,9.28
Austria,2021-04-30,70-79,67.75,19.68
Austria,2021-04-30,80+,91.18,71.9
Austria,2021-05-07,18-24,11.61,3.52
Austria,2021-05-07,25-49,19.43,5.91
Austria,2021-05-07,50-59,34.01,8.75
Austria,2021-05-07,60-69,57.45,11.44
Austria,2021-05-07,70-79,71.29,26.19
Austria,2021-05-07,80+,92.66,73.99
Austria,2021-05-14,18-24,13.89,4.23
Austria,2021-05-14,25-49,22.89,6.84
Austria,2021-05-14,50-59,41.9,10.0
Austria,2021-05-14,60-69,63.85,13.67
Austria,2021-05-14,70-79,73.27,30.2
Austria,2021-05-14,80+,93.63,75.26
Austria,2021-05-21,18-24,16.68,5.31
Austria,2021-05-21,25-49,27.88,8.35
Austria,2021-05-21,50-59,48.98,12.25
Austria,2021-05-21,60-69,70.42,17.66
Austria,2021-05-21,70-79,75.24,36.03
Austria,2021-05-21,80+,94.71,79.29
Austria,2021-05-28,18-24,19.45,6.59
Austria,2021-05-28,25-49,32.08,10.6
Austria,2021-05-28,50-59,53.4,15.69
Austria,2021-05-28,60-69,73.57,23.09
Austria,2021-05-28,70-79,76.26,42.53
Austria,2021-05-28,80+,95.33,81.84
Austria,2021-06-04,18-24,23.76,8.15
Austria,2021-06-04,25-49,37.52,13.14
Austria,2021-06-04,50-59,58.47,19.82
Austria,2021-06-04,60-69,76.03,30.93
Austria,2021-06-04,70-79,77.19,49.38
Austria,2021-06-04,80+,95.94,83.31
Austria,2021-06-11,18-24,29.07,9.95
Austria,2021-06-11,25-49,42.63,16.36
Austria,2021-06-11,50-59,63.24,26.0
Austria,2021-06-11,60-69,77.5,41.81
Austria,2021-06-11,70-79,77.92,53.99
Austria,2021-06-11,80+,96.45,85.77
Austria,2021-06-18,18-24,33.75,12.22
Austria,2021-06-18,25-49,47.2,19.81
Austria,2021-06-18,50-59,66.09,32.71
Austria,2021-06-18,60-69,78.85,50.71
Austria,2021-06-18,70-79,78.64,58.45
Austria,2021-06-18,80+,96.99,87.93
Austria,2021-06-25,18-24,38.08,14.88
Austria,2021-06-25,25-49,51.1,24.11
Austria,2021-06-25,50-59,67.58,41.83
Austria,2021-06-25,60-69,79.76,57.64
Austria,2021-06-25,70-79,79.18,64.42
Austria,2021-06-25,80+,97.4,89.94
Austria,2021-07-02,18-24,42.73,19.48
Austria,2021-07-02,25-49,54.38,29.65
Austria,2021-07-02,50-59,69.03,48.95
Austria,2021-07-02,60-69,80.68,65.31
Austria,2021-07-02,70-79,79.75,70.96
Austria,2021-07-02,80+,97.82,91.43
Austria,2021-07-06,18-24,45.3,21.58
Austria,2021-07-06,25-49,55.48,31.83
Austria,2021-07-06,50-59,69.53,51.53
Austria,2021-07-06,60-69,81.05,67.37
Austria,2021-07-06,70-79,79.96,72.67
Austria,2021-07-06,80+,97.97,91.9
Belgium,2021-01-08,18-24,0.04,0.0
Belgium,2021-01-08,25-49,0.11,0.0
Belgium,2021-01-08,50-59,0.16,0.0
Belgium,2021-01-08,60-69,0.16,0.0
Belgium,2021-01-08,70-79,0.37,0.0
Belgium,2021-01-08,80+,2.29,0.0
Belgium,2021-01-15,18-24,0.23,0.0
Belgium,2021-01-15,25-49,0.52,0.0
Belgium,2021-01-15,50-59,0.74,0.0
Belgium,2021-01-15,60-69,0.7,0.0
Belgium,2021-01-15,70-79,1.57,0.0
Belgium,2021-01-15,80+,10.49,0.0
Belgium,2021-01-22,18-24,0.98,0.0
Belgium,2021-01-22,25-49,1.62,0.0
Belgium,2021-01-22,50-59,2.03,0.01
Belgium,2021-01-22,60-69,1.61,0.0
Belgium,2021-01-22,70-79,2.59,0.01
Belgium,2021-01-22,80+,15.11,0.07
Belgium,2021-01-29,18-24,1.51,0.04
Belgium,2021-01-29,25-49,2.35,0.11
Belgium,2021-01-29,50-59,2.87,0.15
Belgium,2021-01-29,60-69,2.15,0.16
Belgium,2021-01-29,70-79,3.02,0.35
Belgium,2021-01-29,80+,16.37,2.12
Belgium,2021-02-05,18-24,1.8,0.22
Belgium,2021-02-05,25-49,2.89,0.5
Belgium,2021-02-05,50-59,3.46,0.72
Belgium,2021-02-05,60-69,2.52,0.68
Belgium,2021-02-05,70-79,3.24,1.49
Belgium,2021-02-05,80+,17.01,9.92
Belgium,2021-02-12,18-24,1.99,0.91
Belgium,2021-02-12,25-49,3.28,1.48
Belgium,2021-02-12,50-59,3.97,1.9
Belgium,2021-02-12,60-69,2.82,1.54
Belgium,2021-02-12,70-79,3.38,2.49
Belgium,2021-02-12,80+,17.33,14.4
Belgium,2021-02-19,18-24,2.43,1.45
Belgium,2021-02-19,25-49,3.98,2.24
Belgium,2021-02-19,50-59,4.7,2.76
Belgium,2021-02-19,60-69,3.16,2.07
Belgium,2021-02-19,70-79,3.52,2.91
Belgium,2021-02-19,80+,17.47,15.65
Belgium,2021-02-26,18-24,3.14,1.69
Belgium,2021-02-26,25-49,5.33,2.66
Belgium,2021-02-26,50-59,6.1,3.23
Belgium,2021-02-26,60-69,3.62,2.38
Belgium,2021-02-26,70-79,3.68,3.13
Belgium,2021-02-26,80+,17.6,16.32
Belgium,2021-03-05,18-24,4.34,1.89
Belgium,2021-03-05,25-49,7.22,3.07
Belgium,2021-03-05,50-59,8.07,3.71
Belgium,2021-03-05,60-69,4.57,2.67
Belgium,2021-03-05,70-79,4.33,3.25
Belgium,2021-03-05,80+,18.71,16.62
Belgium,2021-03-12,18-24,5.43,2.28
Belgium,2021-03-12,25-49,8.77,3.68
Belgium,2021-03-12,50-59,9.74,4.42
Belgium,2021-03-12,60-69,6.24,3.07
Belgium,2021-03-12,70-79,5.99,3.4
Belgium,2021-03-12,80+,20.74,16.79
Belgium,2021-03-19,18-24,6.4,2.77
Belgium,2021-03-19,25-49,9.76,4.41
Belgium,2021-03-19,50-59,11.19,5.32
Belgium,2021-03-19,60-69,8.57,3.54
Belgium,2021-03-19,70-79,11.25,3.57
Belgium,2021-03-19,80+,33.92,16.95
Belgium,2021-03-26,18-24,6.94,3.28
Belgium,2021-03-26,25-49,10.4,5.09
Belgium,2021-03-26,50-59,12.08,6.25
Belgium,2021-03-26,60-69,10.4,4.23
Belgium,2021-03-26,70-79,18.48,4.06
Belgium,2021-03-26,80+,51.55,17.94
Belgium,2021-04-02,18-24,7.31,3.73
Belgium,2021-04-02,25-49,10.9,5.61
Belgium,2021-04-02,50-59,12.78,7.13
Belgium,2021-04-02,60-69,12.36,5.32
Belgium,2021-04-02,70-79,26.41,4.9
Belgium,2021-04-02,80+,73.63,18.94
Belgium,2021-04-09,18-24,7.63,3.99
Belgium,2021-04-09,25-49,11.34,5.93
Belgium,2021-04-09,50-59,13.6,7.56
Belgium,2021-04-09,60-69,17.29,5.94
Belgium,2021-04-09,70-79,52.33,6.26
Belgium,2021-04-09,80+,80.67,21.3
Belgium,2021-04-16,18-24,8.1,4.17
Belgium,2021-04-16,25-49,11.74,6.17
Belgium,2021-04-16,50-59,15.16,7.88
Belgium,2021-04-16,60-69,25.1,6.54
Belgium,2021-04-16,70-79,77.64,8.27
Belgium,2021-04-16,80+,83.09,28.84
Belgium,2021-04-23,18-24,8.64,4.29
Belgium,2021-04-23,25-49,12.34,6.32
Belgium,2021-04-23,50-59,18.84,8.06
Belgium,2021-04-23,60-69,40.44,6.89
Belgium,2021-04-23,70-79,88.07,9.15
Belgium,2021-04-23,80+,84.24,29.53
Belgium,2021-04-30,18-24,9.25,4.5
Belgium,2021-04-30,25-49,13.19,6.59
Belgium,2021-04-30,50-59,23.73,8.47
Belgium,2021-04-30,60-69,57.26,7.99
Belgium,2021-04-30,70-79,89.84,12.81
Belgium,2021-04-30,80+,85.3,32.59
Belgium,2021-05-07,18-24,9.87,4.81
Belgium,2021-05-07,25-49,15.5,7.06
Belgium,2021-05-07,50-59,32.63,9.36
Belgium,2021-05-07,60-69,75.02,10.22
Belgium,2021-05-07,70-79,91.29,20.17
Belgium,2021-05-07,80+,86.55,51.45
Belgium,2021-05-14,18-24,10.53,5.18
Belgium,2021-05-14,25-49,18.49,7.6
Belgium,2021-05-14,50-59,40.94,10.32
Belgium,2021-05-14,60-69,79.11,12.83
Belgium,2021-05-14,70-79,92.16,39.98
Belgium,2021-05-14,80+,87.22,56.54
Belgium,2021-05-21,18-24,11.17,6.22
Belgium,2021-05-21,25-49,22.65,9.14
Belgium,2021-05-21,50-59,56.39,12.89
Belgium,2021-05-21,60-69,81.95,19.07
Belgium,2021-05-21,70-79,92.8,52.26
Belgium,2021-05-21,80+,87.87,58.58
Belgium,2021-05-28,18-24,12.09,7.4
Belgium,2021-05-28,25-49,26.64,11.21
Belgium,2021-05-28,50-59,60.21,17.66
Belgium,2021-05-28,60-69,83.8,31.16
Belgium,2021-05-28,70-79,93.11,60.4
Belgium,2021-05-28,80+,88.22,60.0
Belgium,2021-06-04,18-24,14.16,8.54
Belgium,2021-06-04,25-49,32.67,13.58
Belgium,2021-06-04,50-59,71.39,23.06
Belgium,2021-06-04,60-69,88.87,46.12
Belgium,2021-06-04,70-79,93.54,62.77
Belgium,2021-06-04,80+,88.67,62.29
Belgium,2021-06-11,18-24,17.15,9.75
Belgium,2021-06-11,25-49,40.75,16.63
Belgium,2021-06-11,50-59,82.96,32.28
Belgium,2021-06-11,60-69,90.21,60.46
Belgium,2021-06-11,70-79,93.88,67.15
Belgium,2021-06-11,80+,89.0,73.14
Belgium,2021-06-18,18-24,24.01,10.89
Belgium,2021-06-18,25-49,56.04,20.66
Belgium,2021-06-18,50-59,85.46,38.86
Belgium,2021-06-18,60-69,90.76,64.55
Belgium,2021-06-18,70-79,94.15,70.41
Belgium,2021-06-18,80+,89.28,80.48
Belgium,2021-06-25,18-24,37.47,13.85
Belgium,2021-06-25,25-49,67.47,24.25
Belgium,2021-06-25,50-59,86.23,44.2
Belgium,2021-06-25,60-69,91.12,66.81
Belgium,2021-06-25,70-79,94.36,72.99
Belgium,2021-06-25,80+,89.48,84.1
Belgium,2021-07-02,18-24,51.15,16.02
Belgium,2021-07-02,25-49,73.74,27.79
Belgium,2021-07-02,50-59,86.7,48.07
Belgium,2021-07-02,60-69,91.37,70.39
Belgium,2021-07-02,70-79,94.53,77.15
Belgium,2021-07-02,80+,89.62,85.72
Belgium,2021-07-06,18-24,51.88,16.22
Belgium,2021-07-06,25-49,73.87,28.45
Belgium,2021-07-06,50-59,86.73,48.52
Belgium,2021-07-06,60-69,91.39,71.09
Belgium,2021-07-06,70-79,94.54,78.49
Belgium,2021-07-06,80+,89.63,85.81
Bulgaria,2021-01-08,18-24,0.04,0.0
Bulgaria,2021-01-08,25-49,0.18,0.0
Bulgaria,2021-01-08,50-59,0.46,0.0
Bulgaria,2021-01-08,60-69,0.39,0.0
Bulgaria,2021-01-08,70-79,0.12,0.0
Bulgaria,2021-01-08,80+,0.04,0.0
Bulgaria,2021-01-15,18-24,0.05,0.0
Bulgaria,2021-01-15,25-49,0.24,0.0
Bulgaria,2021-01-15,50-59,0.62,0.0
Bulgaria,2021-01-15,60-69,0.53,0.0
Bulgaria,2021-01-15,70-79,0.17,0.0
Bulgaria,2021-01-15,80+,0.06,0.0
Bulgaria,2021-01-22,18-24,0.06,0.01
Bulgaria,2021-01-22,25-49,0.29,0.06
Bulgaria,2021-01-22,50-59,0.72,0.17
Bulgaria,2021-01-22,60-69,0.63,0.13
Bulgaria,2021-01-22,70-79,0.2,0.04
Bulgaria,2021-01-22,80+,0.07,0.01
Bulgaria,2021-01-29,18-24,0.07,0.04
Bulgaria,2021-01-29,25-49,0.37,0.17
Bulgaria,2021-01-29,50-59,0.91,0.45
Bulgaria,2021-01-29,60-69,0.82,0.38
Bulgaria,2021-01-29,70-79,0.29,0.12
Bulgaria,2021-01-29,80+,0.12,0.04
Bulgaria,2021-02-05,18-24,0.1,0.05
Bulgaria,2021-02-05,25-49,0.51,0.23
Bulgaria,2021-02-05,50-59,1.29,0.59
Bulgaria,2021-02-05,60-69,1.13,0.51
Bulgaria,2021-02-05,70-79,0.42,0.16
Bulgaria,2021-02-05,80+,0.31,0.05
Bulgaria,2021-02-12,18-24,0.13,0.06
Bulgaria,2021-02-12,25-49,0.75,0.27
Bulgaria,2021-02-12,50-59,1.8,0.69
Bulgaria,2021-02-12,60-69,1.47,0.61
Bulgaria,2021-02-12,70-79,0.52,0.2
Bulgaria,2021-02-12,80+,0.41,0.06
Bulgaria,2021-02-19,18-24,0.32,0.07
Bulgaria,2021-02-19,25-49,1.37,0.35
Bulgaria,2021-02-19,50-59,2.88,0.88
Bulgaria,2021-02-19,60-69,2.29,0.79
Bulgaria,2021-02-19,70-79,0.95,0.28
Bulgaria,2021-02-19,80+,0.71,0.12
Bulgaria,2021-02-26,18-24,0.71,0.09
Bulgaria,2021-02-26,25-49,2.28,0.48
Bulgaria,2021-02-26,50-59,4.57,1.21
Bulgaria,2021-02-26,60-69,4.52,1.07
Bulgaria,2021-02-26,70-79,3.4,0.4
Bulgaria,2021-02-26,80+,2.07,0.28
Bulgaria,2021-03-05,18-24,0.96,0.11
Bulgaria,2021-03-05,25-49,2.86,0.66
Bulgaria,2021-03-05,50-59,5.73,1.66
Bulgaria,2021-03-05,60-69,6.38,1.4
Bulgaria,2021-03-05,70-79,5.64,0.5
Bulgaria,2021-03-05,80+,3.29,0.39
Bulgaria,2021-03-12,18-24,1.15,0.14
Bulgaria,2021-03-12,25-49,3.28,0.78
Bulgaria,2021-03-12,50-59,6.5,1.92
Bulgaria,2021-03-12,60-69,7.53,1.61
Bulgaria,2021-03-12,70-79,7.04,0.59
Bulgaria,2021-03-12,80+,4.14,0.45
Bulgaria,2021-03-19,18-24,1.26,0.2
Bulgaria,2021-03-19,25-49,3.56,0.96
Bulgaria,2021-03-19,50-59,6.92,2.25
Bulgaria,2021-03-19,60-69,7.9,1.95
Bulgaria,2021-03-19,70-79,7.31,0.82
Bulgaria,2021-03-19,80+,4.31,0.56
Bulgaria,2021-03-26,18-24,1.58,0.29
Bulgaria,2021-03-26,25-49,4.25,1.18
Bulgaria,2021-03-26,50-59,7.93,2.66
Bulgaria,2021-03-26,60-69,9.11,2.42
Bulgaria,2021-03-26,70-79,8.6,1.15
Bulgaria,2021-03-26,80+,5.08,0.69
Bulgaria,2021-04-02,18-24,1.94,0.36
Bulgaria,2021-04-02,25-49,5.0,1.37
Bulgaria,2021-04-02,50-59,9.0,2.97
Bulgaria,2021-04-02,60-69,10.38,2.71
Bulgaria,2021-04-02,70-79,10.0,1.38
Bulgaria,2021-04-02,80+,5.99,0.83
Bulgaria,2021-04-09,18-24,2.23,0.43
Bulgaria,2021-04-09,25-49,5.6,1.58
Bulgaria,2021-04-09,50-59,9.94,3.29
Bulgaria,2021-04-09,60-69,11.9,2.98
Bulgaria,2021-04-09,70-79,11.91,1.56
Bulgaria,2021-04-09,80+,7.24,0.93
Bulgaria,2021-04-16,18-24,2.48,0.52
Bulgaria,2021-04-16,25-49,6.16,1.83
Bulgaria,2021-04-16,50-59,10.8,3.68
Bulgaria,2021-04-16,60-69,13.25,3.31
Bulgaria,2021-04-16,70-79,13.56,1.78
Bulgaria,2021-04-16,80+,8.3,1.08
Bulgaria,2021-04-23,18-24,2.76,0.71
Bulgaria,2021-04-23,25-49,6.78,2.37
Bulgaria,2021-04-23,50-59,11.67,4.49
Bulgaria,2021-04-23,60-69,14.49,4.11
Bulgaria,2021-04-23,70-79,15.02,2.47
Bulgaria,2021-04-23,80+,9.21,1.5
Bulgaria,2021-04-30,18-24,3.14,0.95
Bulgaria,2021-04-30,25-49,7.43,3.02
Bulgaria,2021-04-30,50-59,12.56,5.54
Bulgaria,2021-04-30,60-69,15.68,5.43
Bulgaria,2021-04-30,70-79,16.33,3.93
Bulgaria,2021-04-30,80+,10.07,2.38
Bulgaria,2021-05-07,18-24,3.58,1.3
Bulgaria,2021-05-07,25-49,7.98,3.8
Bulgaria,2021-05-07,50-59,13.23,6.95
Bulgaria,2021-05-07,60-69,16.53,7.56
Bulgaria,2021-05-07,70-79,17.22,6.39
Bulgaria,2021-05-07,80+,10.62,3.8
Bulgaria,2021-05-14,18-24,4.04,1.83
Bulgaria,2021-05-14,25-49,8.69,5.07
Bulgaria,2021-05-14,50-59,14.19,9.14
Bulgaria,2021-05-14,60-69,17.87,10.89
Bulgaria,2021-05-14,70-79,18.85,10.57
Bulgaria,2021-05-14,80+,11.7,6.39
Bulgaria,2021-05-21,18-24,4.48,2.36
Bulgaria,2021-05-21,25-49,9.37,6.09
Bulgaria,2021-05-21,50-59,15.14,10.72
Bulgaria,2021-05-21,60-69,19.31,13.15
Bulgaria,2021-05-21,70-79,20.64,13.36
Bulgaria,2021-05-21,80+,12.92,8.1
Bulgaria,2021-05-28,18-24,4.82,2.88
Bulgaria,2021-05-28,25-49,9.86,6.86
Bulgaria,2021-05-28,50-59,15.83,11.73
Bulgaria,2021-05-28,60-69,20.35,14.42
Bulgaria,2021-05-28,70-79,21.89,14.71
Bulgaria,2021-05-28,80+,13.82,8.96
Bulgaria,2021-06-04,18-24,5.21,3.51
Bulgaria,2021-06-04,25-49,10.37,7.85
Bulgaria,2021-06-04,50-59,16.5,13.04
Bulgaria,2021-06-04,60-69,21.25,16.26
Bulgaria,2021-06-04,70-79,22.99,16.94
Bulgaria,2021-06-04,80+,14.6,10.37
Bulgaria,2021-06-11,18-24,5.62,4.13
Bulgaria,2021-06-11,25-49,10.88,8.86
Bulgaria,2021-06-11,50-59,17.16,14.42
Bulgaria,2021-06-11,60-69,22.12,18.23
Bulgaria,2021-06-11,70-79,24.01,19.39
Bulgaria,2021-06-11,80+,15.33,12.05
Bulgaria,2021-06-18,18-24,6.02,4.65
Bulgaria,2021-06-18,25-49,11.35,9.59
Bulgaria,2021-06-18,50-59,17.78,15.4
Bulgaria,2021-06-18,60-69,22.84,19.62
Bulgaria,2021-06-18,70-79,24.8,21.07
Bulgaria,2021-06-18,80+,15.88,13.24
Bulgaria,2021-06-25,18-24,6.35,5.12
Bulgaria,2021-06-25,25-49,11.75,10.18
Bulgaria,2021-06-25,50-59,18.34,16.16
Bulgaria,2021-06-25,60-69,23.5,20.65
Bulgaria,2021-06-25,70-79,25.53,22.28
Bulgaria,2021-06-25,80+,16.37,14.11
Bulgaria,2021-07-02,18-24,6.7,5.58
Bulgaria,2021-07-02,25-49,12.17,10.74
Bulgaria,2021-07-02,50-59,18.88,16.9
Bulgaria,2021-07-02,60-69,24.13,21.58
Bulgaria,2021-07-02,70-79,26.17,23.38
Bulgaria,2021-07-02,80+,16.79,14.87
Croatia,2021-01-01,18-24,0.0,0.0
Croatia,2021-01-01,25-49,0.03,0.0
Croatia,2021-01-01,50-59,0.04,0.0
Croatia,2021-01-01,60-69,0.03,0.0
Croatia,2021-01-01,70-79,0.09,0.0
Croatia,2021-01-01,80+,0.39,0.0
Croatia,2021-01-08,18-24,0.16,0.0
Croatia,2021-01-08,25-49,0.72,0.0
Croatia,2021-01-08,50-59,1.04,0.0
Croatia,2021-01-08,60-69,0.73,0.0
Croatia,2021-01-08,70-79,0.94,0.0
Croatia,2021-01-08,80+,3.16,0.0
Croatia,2021-01-15,18-24,0.27,0.0
Croatia,2021-01-15,25-49,1.18,0.0
Croatia,2021-01-15,50-59,1.78,0.0
Croatia,2021-01-15,60-69,1.25,0.0
Croatia,2021-01-15,70-79,1.49,0.02
Croatia,2021-01-15,80+,4.18,0.09
Croatia,2021-01-22,18-24,0.35,0.04
Croatia,2021-01-22,25-49,1.48,0.21
Croatia,2021-01-22,50-59,2.27,0.31
Croatia,2021-01-22,60-69,1.65,0.22
Croatia,2021-01-22,70-79,1.91,0.4
Croatia,2021-01-22,80+,4.96,1.67
Croatia,2021-01-29,18-24,0.36,0.12
Croatia,2021-01-29,25-49,1.52,0.59
Croatia,2021-01-29,50-59,2.32,0.87
Croatia,2021-01-29,60-69,1.7,0.6
Croatia,2021-01-29,70-79,1.98,0.78
Croatia,2021-01-29,80+,5.08,2.76
Croatia,2021-02-05,18-24,0.37,0.22
Croatia,2021-02-05,25-49,1.56,0.98
Croatia,2021-02-05,50-59,2.4,1.48
Croatia,2021-02-05,60-69,1.79,1.03
Croatia,2021-02-05,70-79,2.1,1.18
Croatia,2021-02-05,80+,5.23,3.61
Croatia,2021-02-12,18-24,0.42,0.31
Croatia,2021-02-12,25-49,1.75,1.36
Croatia,2021-02-12,50-59,2.77,2.07
Croatia,2021-02-12,60-69,2.34,1.49
Croatia,2021-02-12,70-79,3.0,1.65
Croatia,2021-02-12,80+,6.27,4.45
Croatia,2021-02-19,18-24,0.55,0.33
Croatia,2021-02-19,25-49,2.14,1.47
Croatia,2021-02-19,50-59,3.5,2.25
Croatia,2021-02-19,60-69,3.46,1.65
Croatia,2021-02-19,70-79,5.33,1.87
Croatia,2021-02-19,80+,11.17,4.79
Croatia,2021-02-26,18-24,0.65,0.34
Croatia,2021-02-26,25-49,2.46,1.5
Croatia,2021-02-26,50-59,4.19,2.31
Croatia,2021-02-26,60-69,5.18,1.72
Croatia,2021-02-26,70-79,10.35,1.98
Croatia,2021-02-26,80+,21.27,4.93
Croatia,2021-03-05,18-24,0.72,0.36
Croatia,2021-03-05,25-49,2.71,1.58
Croatia,2021-03-05,50-59,4.8,2.44
Croatia,2021-03-05,60-69,7.03,1.86
Croatia,2021-03-05,70-79,16.13,2.16
Croatia,2021-03-05,80+,27.37,5.23
Croatia,2021-03-12,18-24,0.92,0.43
Croatia,2021-03-12,25-49,2.99,1.77
Croatia,2021-03-12,50-59,5.5,2.76
Croatia,2021-03-12,60-69,9.24,2.19
Croatia,2021-03-12,70-79,22.01,2.69
Croatia,2021-03-12,80+,31.55,6.35
Croatia,2021-03-19,18-24,1.02,0.49
Croatia,2021-03-19,25-49,3.3,1.96
Croatia,2021-03-19,50-59,6.34,3.07
Croatia,2021-03-19,60-69,11.96,2.67
Croatia,2021-03-19,70-79,27.77,3.7
Croatia,2021-03-19,80+,34.17,8.04
Croatia,2021-03-26,18-24,1.14,0.51
Croatia,2021-03-26,25-49,3.65,2.05
Croatia,2021-03-26,50-59,7.29,3.24
Croatia,2021-03-26,60-69,15.02,2.99
Croatia,2021-03-26,70-79,33.07,4.39
Croatia,2021-03-26,80+,36.43,9.13
Croatia,2021-04-02,18-24,1.31,0.54
Croatia,2021-04-02,25-49,4.01,2.15
Croatia,2021-04-02,50-59,8.31,3.44
Croatia,2021-04-02,60-69,18.46,3.41
Croatia,2021-04-02,70-79,38.11,5.52
Croatia,2021-04-02,80+,38.51,10.78
Croatia,2021-04-09,18-24,1.43,0.58
Croatia,2021-04-09,25-49,4.47,2.26
Croatia,2021-04-09,50-59,9.73,3.65
Croatia,2021-04-09,60-69,22.31,3.92
Croatia,2021-04-09,70-79,41.92,6.98
Croatia,2021-04-09,80+,39.9,12.34
Croatia,2021-04-16,18-24,1.71,0.65
Croatia,2021-04-16,25-49,5.38,2.48
Croatia,2021-04-16,50-59,12.04,4.16
Croatia,2021-04-16,60-69,27.68,5.28
Croatia,2021-04-16,70-79,46.05,10.5
Croatia,2021-04-16,80+,41.62,15.93
Croatia,2021-04-23,18-24,2.26,0.72
Croatia,2021-04-23,25-49,6.3,2.68
Croatia,2021-04-23,50-59,14.19,4.65
